Nom gare;Code Gare;Type jour;Année;Date de comptage;Ligne;Axe;Tranche horaire;Montants
VILLENNES SUR SEINE;87386649;Samedi;2016;2016-11-19;J;J5;Après 20h;37
ANDRESY;87381491;Samedi;2016;2016-11-19;J;J6;De 6h à 10h;122
CHAUMONT EN VEXIN;87381228;Dimanche;2016;2016-11-20;J;J6;De 6h à 10h;2
CONFLANS SAINTE-HONORINE;87381897;Dimanche;2016;2016-11-20;J;J6;De 10h à 16h;979
ERAGNY NEUVILLE;87381418;Samedi;2016;2016-11-19;J;J6;De 10h à 16h;294
ERAGNY NEUVILLE;87381418;Samedi;2016;2016-11-19;J;J6;De 16h à 20h;161
GARGENVILLE;87381566;Dimanche;2016;2016-11-20;J;J6;De 6h à 10h;14
GARGENVILLE;87381566;Samedi;2016;2016-11-19;J;J6;De 16h à 20h;68
GISORS;87381244;Dimanche;2016;2016-11-20;J;J6;Après 20h;15
GISORS;87381244;Dimanche;2016;2016-11-20;J;J6;De 6h à 10h;27
JUZIERS;87381558;Dimanche;2016;2016-11-20;J;J6;Avant 6h;2
LA FRETTE MONTIGNY;87381871;Samedi;2016;2016-11-19;J;J6;De 6h à 10h;174
MANTES LA JOLIE;87381509;Dimanche;2016;2016-11-20;J;J6;De 6h à 10h;257
MANTES STATION;87381590;JOB;2018;2018-01-23;J;J6;De 16h à 20h;252
MANTES STATION;87381590;Samedi;2016;2016-11-19;J;J6;Avant 6h;4
OSNY;87381145;Samedi;2016;2016-11-19;J;J6;De 10h à 16h;130
PARIS SAINT-LAZARE;87384008;Dimanche;2016;2016-11-20;J;J6;Après 20h;2627
PARIS SAINT-LAZARE;87384008;Dimanche;2016;2016-11-20;J;J6;De 16h à 20h;5926
PONTOISE;87276139;Dimanche;2016;2016-11-20;J;J6;De 16h à 20h;455
SAINT-OUEN L'AUMONE QUARTIER DE L'EGLISE;87381426;JOB;2018;2018-01-23;J;J6;Avant 6h;61
THUN LE PARADIS;87381822;Samedi;2016;2016-11-19;J;J6;De 10h à 16h;151
US;87381178;JOB;2018;2018-01-23;J;J6;De 10h à 16h;17
AULNAY SOUS BOIS;87271411;JOB;2019;2019-03-14;K;K;De 10h à 16h;151
CREPY EN VALOIS;87271593;Samedi;2019;2019-03-16;K;K;Après 20h;26
MITRY CLAYE;87271528;JOB;2019;2019-03-14;K;K;Avant 6h;35
NANTEUIL LE HAUDOIN;87271577;Samedi;2019;2019-03-16;K;K;De 6h à 10h;32
THIEUX NANTOUILLET;87272054;Samedi;2019;2019-03-16;K;K;De 10h à 16h;11
MAREIL MARLY;87382812;Dimanche;2016;2016-03-13;L;GCO;De 6h à 10h;2
SAINT-GERMAIN EN LAYE BEL AIR FOURQUEUX;87366922;Dimanche;2016;2016-03-13;L;GCO;De 6h à 10h;26
SAINT-NOM LA BRETECHE FORET DE MARLY;87382481;JOB;2016;2016-03-15;L;GCO;De 10h à 16h;78
MARLY LE ROI;87382465;JOB;2019;2019-03-14;L;L2;Après 20h;103
MONTREUIL;87382879;Dimanche;2019;2019-03-17;L;L2;De 16h à 20h;400
SAINT-CLOUD;87382358;Samedi;2019;2019-03-16;L;L2;De 6h à 10h;818
SAINT-NOM LA BRETECHE FORET DE MARLY;87382481;Samedi;2019;2019-03-16;L;L2;De 10h à 16h;361
SEVRES VILLE D'AVRAY;87382341;JOB;2019;2019-03-14;L;L2;Avant 6h;28
VAUCRESSON;87382267;Dimanche;2019;2019-03-17;L;L2;De 16h à 20h;313
VERSAILLES RIVE DROITE;87382861;Dimanche;2019;2019-03-17;L;L2;Après 20h;448
ASNIERES SUR SEINE;87381137;Dimanche;2014;2014-05-18;L;L3;Avant 6h;33
ASNIERES SUR SEINE;87381137;JOB;2018;2018-03-27;L;L3;De 6h à 10h;4302
ASNIERES SUR SEINE;87381137;Samedi;2014;2014-05-17;L;L3;De 6h à 10h;898
CERGY SAINT-CHRISTOPHE;87382499;JOB;2018;2018-03-27;L;L3;De 6h à 10h;1599
CLICHY LEVALLOIS;87381129;JOB;2018;2018-03-27;L;L3;De 16h à 20h;6523
CLICHY LEVALLOIS;87381129;Samedi;2014;2014-05-17;L;L3;De 16h à 20h;1661
LA GARENNE COLOMBES;87386003;Dimanche;2014;2014-05-18;L;L3;De 10h à 16h;777
LES VALLEES;87386300;JOB;2018;2018-03-27;L;L3;Après 20h;255
LES VALLEES;87386300;Samedi;2014;2014-05-17;L;L3;De 16h à 20h;1183
PARIS SAINT-LAZARE;87384008;Dimanche;2014;2014-05-18;L;L3;Après 20h;3019
SARTROUVILLE;87386417;Dimanche;2014;2014-05-18;L;L3;De 6h à 10h;91
SARTROUVILLE;87386417;Samedi;2014;2014-05-17;L;L3;De 6h à 10h;214
HOUDAN;87393462;JOB;2018;2018-10-16;N;N;De 16h à 20h;194
LES ESSARTS LE ROI;87393280;JOB;2018;2018-10-16;N;N;De 6h à 10h;996
MARCHEZAIS BROUE;87393470;JOB;2018;2018-10-16;N;N;De 6h à 10h;173
MAREIL SUR MAULDRE;87381715;Samedi;2018;2018-10-20;N;N;De 16h à 20h;19
PLAISIR LES CLAYES;87393629;Dimanche;2018;2018-10-14;N;N;De 10h à 16h;262
VANVES MALAKOFF;87391532;Samedi;2018;2018-10-20;N;N;De 10h à 16h;627
VILLEPREUX LES CLAYES;87393413;Dimanche;2018;2018-10-14;N;N;De 6h à 10h;172
VILLEPREUX LES CLAYES;87393413;JOB;2018;2018-10-16;N;N;De 16h à 20h;622
CHAILLY BOISSY LECHATEL;87116343;Samedi;2019;2019-05-11;P;P;De 16h à 20h;0
CHANGIS SAINT-JEAN;87116509;JOB;2019;2019-05-21;P;P;De 16h à 20h;1
COUILLY SAINT-GERMAIN QUINCY;87116731;Dimanche;2019;2019-05-12;P;P;Après 20h;6
CROUY SUR OURCQ;87116640;Samedi;2019;2019-05-11;P;P;Après 20h;5
ESBLY;87116327;JOB;2019;2019-03-13;P;P;De 6h à 10h;2426
ESBLY;87116327;Samedi;2019;2019-05-11;P;P;De 6h à 10h;25
JOUY SUR MORIN CHAMPGOULIN;87430918;JOB;2019;2019-05-14;P;P;Après 20h;0
LA FERTE GAUCHER;87116392;JOB;2019;2019-05-14;P;P;Après 20h;2
LA FERTE GAUCHER CENTRE;87430819;Samedi;2019;2019-05-11;P;P;De 6h à 10h;2
LA FERTE MILON;87116673;JOB;2019;2019-05-14;P;P;Après 20h;9
LA FERTE SOUS JOUARRE;87116517;Samedi;2019;2019-05-11;P;P;De 6h à 10h;425
LAGNY THORIGNY;87116319;Samedi;2019;2019-03-15;P;P;De 16h à 20h;912
LIZY SUR OURCQ;87116632;JOB;2019;2019-05-14;P;P;De 16h à 20h;82
MEAUX;87116103;Dimanche;2019;2019-03-16;P;P;Avant 6h;206
MEAUX;87116103;JOB;2019;2019-05-21;P;P;Après 20h;52
MEAUX;87116103;JOB;2019;2019-05-14;P;P;De 6h à 10h;3935
MOUROUX;87116285;Dimanche;2019;2019-03-16;P;P;De 6h à 10h;9
MOUROUX;87116285;JOB;2019;2019-03-13;P;P;Après 20h;5
NANTEUIL SAACY;87116558;JOB;2019;2019-05-14;P;P;Avant 6h;233
NOGENT L'ARTAUD CHARLY;87116566;Samedi;2019;2019-05-11;P;P;Avant 6h;7
PARIS EST;87113001;Samedi;2019;2019-03-15;P;P;De 16h à 20h;5950
PROVINS;87116160;Dimanche;2019;2019-05-12;P;P;Avant 6h;25
PROVINS;87116160;JOB;2019;2019-05-14;P;P;Avant 6h;187
TOURNAN;87116210;JOB;2019;2019-03-13;P;P;Après 20h;43
TRILPORT;87116491;Dimanche;2019;2019-05-19;P;P;De 10h à 16h;16
TRILPORT;87116491;JOB;2019;2019-05-21;P;P;Après 20h;2
VAIRES TORCY;87116293;Samedi;2019;2019-03-15;P;P;De 16h à 20h;518
VERNEUIL L'ETANG;87116079;JOB;2019;2019-05-14;P;P;Avant 6h;68
VERNEUIL L'ETANG;87116079;JOB;2019;2019-05-16;P;P;De 10h à 16h;184
BOURRON MARLOTTE GREZ;87684118;JOB;2017;2017-03-07;R;R;De 10h à 16h;46
BOURRON MARLOTTE GREZ;87684118;Samedi;2017;2017-03-11;R;R;Après 20h;4
DORDIVES;87684233;Samedi;2017;2017-03-11;R;R;De 10h à 16h;38
FERRIERES FONTENAY;87684241;JOB;2017;2017-03-07;R;R;De 10h à 16h;8
FERRIERES FONTENAY;87684241;JOB;2017;2017-03-07;R;R;De 16h à 20h;5
FONTAINE LE PORT;87682427;Samedi;2017;2017-03-11;R;R;De 10h à 16h;20
MELUN;87682005;JOB;2017;2017-03-07;R;R;De 10h à 16h;3190
MONTEREAU;87682302;JOB;2017;2017-03-07;R;R;Après 20h;94
MONTIGNY SUR LOING;87684100;JOB;2017;2017-03-07;R;R;De 10h à 16h;56
MORET VENEUX LES SABLONS;87682278;JOB;2017;2017-03-07;R;R;De 6h à 10h;1207
NEMOURS SAINT-PIERRE;87684126;Samedi;2017;2017-03-11;R;R;De 16h à 20h;234
SOUPPES CHATEAU LANDON;87684217;Samedi;2017;2017-03-11;R;R;De 6h à 10h;111
VERNOU SUR SEINE;87682468;Samedi;2017;2017-03-11;R;R;De 16h à 20h;13
EPINAY VILLETANEUSE TRAM 11 EXPRESS;87697300;Samedi;2017;2017-12-02;T11;T11;De 10h à 16h;568
PIERREFITTE STAINS TRAM 11 EXPRESS;87697326;Dimanche;2017;2017-12-03;T11;T11;De 10h à 16h;587
BONDY;87113407;Samedi;2015;2015-10-03;T4;T4;De 6h à 10h;459
FREINVILLE SEVRAN;87113894;Dimanche;2015;2015-10-04;T4;T4;De 10h à 16h;550
L'ABBAYE;87113886;Dimanche;2015;2015-10-04;T4;T4;Avant 6h;11
LES PAVILLONS SOUS BOIS;87113852;Dimanche;2015;2015-10-04;T4;T4;Après 20h;89
ROUGEMONT CHANTELOUP;87431791;Dimanche;2015;2015-10-04;T4;T4;De 6h à 10h;343
CHAVILLE RIVE DROITE;87382333;JOB;2016;2016-03-22;U;U;Après 20h;13
LA VERRIERE;87393256;Samedi;2016;2016-03-12;U;U;De 10h à 16h;647
PUTEAUX;87382382;Dimanche;2016;2016-03-13;U;U;De 10h à 16h;192
PUTEAUX;87382382;Samedi;2016;2016-03-12;U;U;Après 20h;69
SEVRES VILLE D'AVRAY;87382341;Samedi;2016;2016-03-12;U;U;De 16h à 20h;67
SURESNES MONT VALERIEN;87382374;Dimanche;2016;2016-03-13;U;U;De 10h à 16h;84
SURESNES MONT VALERIEN;87382374;JOB;2016;2016-03-22;U;U;Après 20h;55
VERSAILLES CHANTIERS;87393009;JOB;2016;2016-03-15;U;U;Avant 6h;37
VERSAILLES CHANTIERS;87393009;Samedi;2016;2016-03-12;U;U;Après 20h;268
ACHERES GRAND CORMIER;87386052;JOB;2018;2018-03-27;A;A;Avant 6h;7
ACHERES VILLE;87381657;Dimanche;2014;2014-05-18;A;A;De 10h à 16h;631
CERGY PREFECTURE;87381905;Dimanche;2014;2014-05-18;A;A;De 16h à 20h;1815
CONFLANS FIN D'OISE;87381459;Samedi;2014;2014-05-17;A;A;Avant 6h;33
HOUILLES CARRIERES SUR SEINE;87386409;Dimanche;2014;2014-05-18;A;A;De 10h à 16h;2474
MAISONS LAFFITTE;87386425;JOB;2018;2018-03-27;A;A;Avant 6h;121
MAISONS LAFFITTE;87386425;Samedi;2014;2014-05-17;A;A;Avant 6h;61
POISSY;87386573;Dimanche;2014;2014-05-18;A;A;Avant 6h;62
SARTROUVILLE;87386417;Samedi;2014;2014-05-17;A;A;Avant 6h;74
SARTROUVILLE;87386417;Samedi;2014;2014-05-17;A;A;De 6h à 10h;1546
DRANCY;87271403;Samedi;2019;2019-03-16;B;B;Avant 6h;390
LA COURNEUVE AUBERVILLIERS;87271304;JOB;2019;2019-03-21;B;B;Après 20h;490
LA COURNEUVE AUBERVILLIERS;87271304;Samedi;2019;2019-03-16;B;B;De 10h à 16h;5804
LE BLANC MESNIL;87271478;Dimanche;2019;2019-03-17;B;B;De 10h à 16h;2429
MITRY CLAYE;87271528;Dimanche;2019;2019-03-17;B;B;De 6h à 10h;186
VILLEPARISIS MITRY LE NEUF;87271510;Dimanche;2019;2019-03-17;B;B;Après 20h;24
VILLEPARISIS MITRY LE NEUF;87271510;Dimanche;2019;2019-03-17;B;B;De 10h à 16h;1397
ABLON;87545269;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;266
AMPERE WAGRAM;87771111;JOB;2017;2017-04-25;C;C;De 6h à 10h;5
ATHIS MONS;87545251;Samedi;2017;2017-04-22;C;C;De 6h à 10h;248
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;Samedi;2017;2017-04-22;C;C;Après 20h;262
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;Samedi;2017;2017-04-22;C;C;De 16h à 20h;801
BIBLIOTHEQUE FRANCOIS MITTERRAND;87328328;Samedi;2017;2017-04-22;C;C;De 6h à 10h;2406
BOULAINVILLIERS;87543181;Samedi;2017;2017-04-22;C;C;Après 20h;293
BOURAY;87545178;Samedi;2017;2017-04-22;C;C;De 10h à 16h;283
BREUILLET VILLAGE;87545491;Samedi;2017;2017-04-22;C;C;De 10h à 16h;227
CERNAY;87276063;Dimanche;2017;2017-04-23;C;C;Après 20h;57
CERNAY;87276063;JOB;2017;2017-04-25;C;C;De 6h à 10h;1794
CHAVILLE VELIZY;87393173;JOB;2017;2017-04-25;C;C;De 6h à 10h;1798
CHEMIN D'ANTONY;87546317;Dimanche;2017;2017-04-23;C;C;Avant 6h;2
CHEMIN D'ANTONY;87546317;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;39
CHILLY MAZARIN;87393637;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;225
DOURDAN;87545525;Samedi;2017;2017-04-22;C;C;De 10h à 16h;349
DOURDAN LA FORET;87540179;JOB;2017;2017-04-25;C;C;De 16h à 20h;386
ETAMPES;87545137;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1035
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;Dimanche;2017;2017-04-23;C;C;Avant 6h;15
GENNEVILLIERS;87271205;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;443
GRAVIGNY BALIZY;87393645;JOB;2017;2017-04-25;C;C;Après 20h;15
IGNY;87393561;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;103
ISSY VAL DE SEINE;87393306;Dimanche;2017;2017-04-23;C;C;Après 20h;183
ISSY VAL DE SEINE;87393306;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;154
JAVEL;87393066;Samedi;2017;2017-04-22;C;C;Avant 6h;11
JOUY EN JOSAS;87393512;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;31
JOUY EN JOSAS;87393512;JOB;2017;2017-04-25;C;C;De 16h à 20h;741
LARDY;87545160;JOB;2017;2017-04-25;C;C;De 6h à 10h;564
LES ARDOINES;87492108;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1136
LES ARDOINES;87492108;Samedi;2017;2017-04-22;C;C;De 6h à 10h;522
LES SAULES;87546226;JOB;2017;2017-04-25;C;C;De 16h à 20h;442
ACHERES VILLE;87381657;Dimanche;2014;2014-05-18;A;A;Après 20h;156
CERGY LE HAUT;87382655;JOB;2018;2018-03-27;A;A;De 6h à 10h;5288
CERGY SAINT-CHRISTOPHE;87382499;JOB;2018;2018-03-27;A;A;De 16h à 20h;2027
MASSY PALAISEAU;87393579;Samedi;2017;2017-04-22;C;C;De 16h à 20h;787
MASSY VERRIERES;87383281;JOB;2017;2017-04-25;C;C;Après 20h;7
MEUDON VAL FLEURY;87393082;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;840
MAISONS LAFFITTE;87386425;Samedi;2014;2014-05-17;A;A;Après 20h;794
MEUDON VAL FLEURY;87393082;Samedi;2017;2017-04-22;C;C;De 6h à 10h;476
NEUVILLE UNIVERSITE;87334482;Dimanche;2014;2014-05-18;A;A;De 6h à 10h;167
POISSY;87386573;Samedi;2014;2014-05-17;A;A;De 10h à 16h;2032
MONTIGNY BEAUCHAMP;87276089;Samedi;2017;2017-04-22;C;C;De 10h à 16h;722
SARTROUVILLE;87386417;Dimanche;2014;2014-05-18;A;A;Après 20h;657
MUSEE D'ORSAY;87547307;JOB;2017;2017-04-25;C;C;De 16h à 20h;4648
SARTROUVILLE;87386417;JOB;2018;2018-03-27;A;A;De 6h à 10h;9169
AEROPORT CHARLES DE GAULLE 1;87271460;Samedi;2019;2019-03-23;B;B;De 16h à 20h;1072
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;Samedi;2019;2019-03-23;B;B;De 16h à 20h;1311
PEREIRE SAUSSURE;87991111;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;1
PEREIRE SAUSSURE;87991111;JOB;2017;2017-04-25;C;C;De 16h à 20h;1
LA COURNEUVE AUBERVILLIERS;87271304;JOB;2019;2019-03-28;B;B;De 10h à 16h;4786
PIERRELAYE;87276097;Samedi;2017;2017-04-22;C;C;De 6h à 10h;95
PLACE LOULOU GASTE;87112222;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;0
PLACE LOULOU GASTE;87112222;Samedi;2017;2017-04-22;C;C;De 10h à 16h;9
PONT CARDINET;87381111;JOB;2017;2017-04-25;C;C;De 10h à 16h;27
MITRY CLAYE;87271528;Samedi;2019;2019-03-16;B;B;De 16h à 20h;556
PONT DE RUNGIS AEROPORT D'ORLY;87546192;Samedi;2017;2017-04-22;C;C;De 16h à 20h;199
PORCHEFONTAINE;87393165;JOB;2017;2017-04-25;C;C;De 10h à 16h;337
SEVRAN BEAUDOTTES;87271445;Samedi;2019;2019-03-16;B;B;Après 20h;1973
PORCHEFONTAINE;87393165;Samedi;2017;2017-04-22;C;C;Après 20h;63
PORTE D'ASNIERES;87222222;Samedi;2017;2017-04-22;C;C;Après 20h;0
PORTE DE CLICHY;87111278;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;249
PORTE DE CLICHY;87111278;JOB;2017;2017-04-25;C;C;Avant 6h;49
VILLEPARISIS MITRY LE NEUF;87271510;JOB;2019;2019-03-28;B;B;Avant 6h;340
VILLEPINTE;87271452;Samedi;2019;2019-03-16;B;B;Après 20h;283
ABLON;87545269;Dimanche;2017;2017-04-23;C;C;Avant 6h;2
AMPERE WAGRAM;87771111;JOB;2017;2017-04-25;C;C;De 16h à 20h;5
ARPAJON;87545467;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;297
SAINT-MICHEL SUR ORGE;87545202;JOB;2017;2017-04-25;C;C;De 16h à 20h;937
SAINT-OUEN;87271247;Dimanche;2017;2017-04-23;C;C;Après 20h;121
ARPAJON;87545467;Samedi;2017;2017-04-22;C;C;De 6h à 10h;255
SAINT-OUEN;87271247;Samedi;2017;2017-04-22;C;C;De 16h à 20h;524
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;Dimanche;2017;2017-04-23;C;C;Après 20h;109
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;JOB;2017;2017-04-25;C;C;Après 20h;215
SAINT-QUENTIN EN YVELINES;87393843;JOB;2017;2017-04-25;C;C;Après 20h;392
AVENUE FOCH;87381038;Samedi;2017;2017-04-22;C;C;De 10h à 16h;337
SAVIGNY SUR ORGE;87545236;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;671
TOCQUEVILLE;87332222;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;3
TOCQUEVILLE;87332222;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;3
BREUILLET VILLAGE;87545491;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;151
CHAMARANDE;87545152;Dimanche;2017;2017-04-23;C;C;Avant 6h;1
CHAMARANDE;87545152;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;53
CHATEAU D'EAU;87331111;Samedi;2017;2017-04-22;C;C;De 10h à 16h;3
VITRY SUR SEINE;87545293;JOB;2017;2017-04-25;C;C;De 10h à 16h;2016
CHILLY MAZARIN;87393637;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;53
BOIGNEVILLE;87684407;Samedi;2019;2019-03-23;D;D;Après 20h;0
BOUSSY SAINT-ANTOINE;87682138;Samedi;2019;2019-03-23;D;D;Avant 6h;57
CHOISY LE ROI;87545285;JOB;2017;2017-04-25;C;C;Avant 6h;598
BOUTIGNY;87681478;Samedi;2019;2019-03-23;D;D;De 6h à 10h;33
BUNO GIRONVILLE;87681510;JOB;2019;2019-03-26;D;D;Après 20h;0
BUNO GIRONVILLE;87681510;JOB;2019;2019-03-26;D;D;Avant 6h;3
CHANTILLY GOUVIEUX;87276113;JOB;2019;2019-03-26;D;D;Avant 6h;46
EGLY;87545475;JOB;2017;2017-04-25;C;C;Après 20h;13
CHANTILLY GOUVIEUX;87276113;JOB;2019;2019-03-26;D;D;De 10h à 16h;101
COMBS LA VILLE QUINCY;87682146;JOB;2019;2019-03-26;D;D;De 10h à 16h;1389
EPINAY SUR SEINE;87271148;Samedi;2017;2017-04-22;C;C;De 6h à 10h;686
ERMONT EAUBONNE;87276055;JOB;2017;2017-04-25;C;C;De 16h à 20h;2971
ERMONT EAUBONNE;87276055;Samedi;2017;2017-04-22;C;C;De 6h à 10h;682
ETAMPES;87545137;JOB;2017;2017-04-25;C;C;De 16h à 20h;1000
CREIL;87276006;Samedi;2019;2019-03-23;D;D;De 6h à 10h;215
GARE DE MONNERVILLE;87551111;JOB;2017;2017-04-25;C;C;Avant 6h;0
ESSONNES ROBINSON;87681601;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;38
GRAVIGNY BALIZY;87393645;JOB;2017;2017-04-25;C;C;De 6h à 10h;629
IGNY;87393561;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;24
IGNY;87393561;JOB;2017;2017-04-25;C;C;Après 20h;13
GARGES SARCELLES;87276196;JOB;2019;2019-03-26;D;D;Avant 6h;1083
GRAND BOURG;87681353;JOB;2019;2019-03-26;D;D;Après 20h;21
ISSY;87393074;Samedi;2017;2017-04-22;C;C;Avant 6h;16
LA BORNE BLANCHE;87276287;Samedi;2019;2019-03-23;D;D;Après 20h;14
JOUFFROY TOCQUEVILLE;87881111;JOB;2017;2017-04-25;C;C;De 10h à 16h;11
JOUY EN JOSAS;87393512;Samedi;2017;2017-04-22;C;C;De 16h à 20h;159
JUVISY;87545244;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;1567
LE BRAS DE FER - EVRY GENOPOLE;87681395;Samedi;2019;2019-03-23;D;D;Avant 6h;91
LE COUDRAY MONTCEAUX;87681635;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;18
LE PLESSIS CHENET;87681627;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;5
LARDY;87545160;Dimanche;2017;2017-04-23;C;C;Après 20h;4
LE VERT DE MAISONS;87681247;JOB;2019;2019-03-26;D;D;Avant 6h;148
LES NOUES;87276238;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;358
LES NOUES;87276238;Samedi;2019;2019-03-23;D;D;De 10h à 16h;862
MAROLLES EN HUREPOIX;87545186;JOB;2017;2017-04-25;C;C;De 10h à 16h;222
LIEUSAINT MOISSY;87682153;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;1273
LOUVRES;87276253;JOB;2019;2019-03-26;D;D;Avant 6h;174
MEUDON VAL FLEURY;87393082;Dimanche;2017;2017-04-23;C;C;Avant 6h;4
MEUDON VAL FLEURY;87393082;JOB;2017;2017-04-25;C;C;Après 20h;183
MALESHERBES;87684415;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;153
MELUN;87682005;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;1544
MUSEE D'ORSAY;87547307;Dimanche;2017;2017-04-23;C;C;Après 20h;266
MENNECY;87681411;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;185
MENNECY;87681411;JOB;2019;2019-03-26;D;D;Avant 6h;56
MOULIN GALANT;87681403;Dimanche;2019;2019-03-24;D;D;Après 20h;22
ORANGIS BOIS DE L'EPINE;87681346;JOB;2019;2019-03-26;D;D;De 16h à 20h;1132
PARIS AUSTERLITZ;87547026;Samedi;2017;2017-04-22;C;C;De 10h à 16h;4867
PARIS GARE DE LYON;87686030;JOB;2019;2019-03-26;D;D;Avant 6h;545
PEREIRE LEVALLOIS;87381012;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;176
PIERREFITTE STAINS;87271163;Samedi;2019;2019-03-23;D;D;De 16h à 20h;1899
RIS ORANGIS;87681338;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;486
RIS ORANGIS;87681338;JOB;2019;2019-03-26;D;D;De 16h à 20h;420
SURVILLIERS FOSSES;87276261;Samedi;2019;2019-03-23;D;D;De 10h à 16h;698
PONT DE L'ALMA;87393041;JOB;2017;2017-04-25;C;C;De 16h à 20h;3842
PORCHEFONTAINE;87393165;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;62
VOSVES;87682500;Samedi;2019;2019-03-23;D;D;De 16h à 20h;5
PORTE DE CLICHY;87111278;JOB;2017;2017-04-25;C;C;De 6h à 10h;2689
ROUTE DE MONNERVILLE;87332957;JOB;2017;2017-04-25;C;C;De 16h à 20h;2
CHELLES GOURNAY;87116111;JOB;2016;2016-10-04;E;E;Avant 6h;216
RUNGIS LA FRATERNELLE;87546291;Samedi;2017;2017-04-22;C;C;De 10h à 16h;149
MAGENTA;87281873;Samedi;2016;2016-10-01;E;E;De 10h à 16h;15691
SAINT-MICHEL SUR ORGE;87545202;Samedi;2017;2017-04-22;C;C;De 6h à 10h;618
SAINT-OUEN;87271247;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;344
NOISY LE SEC;87113217;Samedi;2016;2016-10-01;E;E;Avant 6h;371
OZOIR LA FERRIERE;87116020;Dimanche;2016;2016-10-02;E;E;Après 20h;114
ROISSY EN BRIE;87116038;Dimanche;2016;2016-10-02;E;E;De 10h à 16h;855
SAINT-OUEN L'AUMONE LIESSE;87337980;JOB;2017;2017-04-25;C;C;Après 20h;68
ROSNY BOIS PERRIER;87113696;Dimanche;2016;2016-10-02;E;E;Après 20h;708
SAVIGNY SUR ORGE;87545236;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;1291
ROSNY SOUS BOIS;87113704;JOB;2016;2016-10-04;E;E;De 10h à 16h;2353
SERMAISE;87545517;JOB;2017;2017-04-25;C;C;Avant 6h;6
VAL DE FONTENAY;87113712;JOB;2016;2016-10-04;E;E;Après 20h;2805
VILLIERS SUR MARNE LE PLESSIS TREVISE;87113795;Dimanche;2016;2016-10-02;E;E;De 10h à 16h;2463
VILLIERS SUR MARNE LE PLESSIS TREVISE;87113795;Dimanche;2016;2016-10-02;E;E;De 16h à 20h;1590
VIROFLAY RIVE GAUCHE;87393215;JOB;2017;2017-04-25;C;C;Après 20h;190
VIROFLAY RIVE GAUCHE;87393215;Samedi;2017;2017-04-22;C;C;De 6h à 10h;386
BELLOY SAINT-MARTIN;87276550;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;15
VITRY SUR SEINE;87545293;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;539
BOUSSY SAINT-ANTOINE;87682138;JOB;2019;2019-03-26;D;D;De 10h à 16h;1571
BOUSSY SAINT-ANTOINE;87682138;JOB;2019;2019-03-26;D;D;De 16h à 20h;1220
BOUSSY SAINT-ANTOINE;87682138;Samedi;2019;2019-03-23;D;D;De 16h à 20h;1146
CERNAY;87276063;Samedi;2019;2019-10-12;H;H;De 16h à 20h;277
BOUTIGNY;87681478;Samedi;2019;2019-03-23;D;D;De 10h à 16h;60
BRUNOY;87682120;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;582
